deal	ours_ms	dds_ms	ref_ms
1591	63.630	78.245	62.279
1592	83.422	62.894	80.733
1593	48.612	43.209	48.621
1594	47.284	27.012	46.607
1595	248.102	246.678	228.141
1596	326.845	288.157	296.070
1597	12.642	12.613	12.994
1598	39.491	53.898	40.275
1599	49.275	59.791	46.442
1600	63.258	29.487	59.858
1601	113.885	114.795	111.314
1602	92.673	76.841	85.531
1603	127.851	94.651	121.915
1604	65.866	75.937	61.167
1605	211.780	572.424	192.525
1606	126.385	151.670	113.468
1607	23.358	21.705	22.642
1608	18.929	17.320	17.836
1609	43.653	51.358	40.701
1610	382.878	322.285	327.690
1611	96.024	114.914	88.943
1612	61.658	75.489	57.859
1613	123.113	122.391	99.855
1614	123.247	58.855	119.984
1615	105.004	108.658	103.421
1616	111.918	74.671	101.718
1617	67.209	54.009	65.082
1618	18.953	14.373	19.854
1619	78.256	56.511	77.103
1620	106.364	131.430	100.247
1621	128.177	173.287	121.511
1622	346.678	407.615	297.499
1623	8.267	8.211	8.698
1624	37.353	18.696	34.009
1625	240.606	112.440	198.215
1626	68.871	59.420	68.308
1627	61.787	61.024	60.804
1628	150.217	91.208	145.684
1629	99.386	77.001	92.040
1630	150.963	153.353	145.366
1631	143.746	163.836	134.382
1632	26.232	26.953	26.280
1633	228.594	171.977	204.372
1634	20.761	15.443	21.317
1635	113.876	118.342	104.103
1636	230.184	193.369	206.563
1637	54.015	67.148	52.966
1638	34.948	45.079	34.423
1639	110.998	105.482	104.372
1640	153.317	197.399	145.246
1641	80.958	58.427	77.136
1642	121.279	35.842	107.165
1643	229.570	267.731	223.981
1644	24.182	33.275	23.359
1645	19.524	16.322	19.063
1646	26.155	35.368	26.470
1647	42.144	26.560	41.089
1648	187.290	149.597	178.322
1649	121.732	102.409	119.374
1650	26.373	20.869	27.057
1651	82.003	90.663	77.826
1652	436.421	249.318	388.196
1653	384.175	301.502	316.650
1654	85.200	45.514	72.236
1655	211.994	207.424	172.446
1656	52.911	67.605	47.777
1657	76.145	44.699	64.185
1658	181.048	168.812	166.849
1659	165.330	180.529	151.743
1660	55.479	57.778	56.067
1661	24.632	18.524	23.568
1662	109.388	123.414	102.781
1663	154.726	120.812	144.310
1664	293.849	273.357	267.727
1665	14.156	16.416	14.585
1666	17.871	16.989	17.704
1667	171.677	94.335	160.369
1668	56.780	31.552	50.595
1669	77.441	105.758	69.438
1670	15.241	23.614	16.026
1671	173.765	69.931	174.558
1672	298.216	314.385	292.744
1673	90.857	124.146	90.960
1674	196.403	221.697	181.906
1675	37.054	38.652	35.475
1676	22.519	23.157	21.149
1677	45.457	34.624	43.393
1678	764.202	931.919	735.937
1679	340.711	345.086	323.610
1680	89.411	54.915	83.209
1681	28.197	12.274	28.493
1682	321.193	385.971	318.971
1683	272.067	272.378	240.824
1684	199.833	105.952	188.202
1685	74.645	124.689	75.080
1686	51.979	26.830	53.087
1687	98.231	169.845	95.538
1688	103.980	83.884	101.407
1689	92.372	84.334	90.912
1690	50.832	43.173	52.280
1691	31.206	29.340	30.010
1692	69.683	39.868	67.938
1693	9.822	4.615	10.438
1694	85.494	68.192	81.402
1695	101.388	208.446	87.015
1696	71.248	77.970	62.396
1697	110.990	59.146	100.230
1698	49.538	36.258	45.505
1699	86.705	57.141	77.259
1700	142.490	69.732	133.982
1701	110.954	93.100	117.490
1702	141.508	137.227	140.614
1703	164.383	392.031	164.268
1704	52.974	29.085	49.403
1705	41.647	34.622	38.136
1706	42.766	41.162	40.494
1707	85.296	37.826	73.496
1708	55.582	48.547	56.226
1709	59.995	52.144	62.263
1710	75.567	94.806	71.173
1711	102.397	103.619	95.753
1712	18.438	18.103	17.662
1713	66.447	87.309	58.107
1714	41.670	24.072	41.273
1715	93.497	37.577	75.556
1716	207.538	305.716	172.617
1717	60.724	81.568	61.272
1718	146.555	189.809	144.229
1719	4.709	5.630	5.259
1720	112.014	98.537	110.650
1721	54.264	25.317	51.557
1722	112.573	70.391	97.626
1723	56.068	37.690	51.758
1724	114.020	100.520	109.124
1725	172.881	134.508	158.077
1726	15.378	13.484	15.671
1727	135.862	105.014	127.908
1728	18.127	21.064	18.220
1729	20.421	34.806	20.798
1730	27.561	40.063	28.688
1731	75.108	47.442	73.271
1732	14.405	11.650	14.785
1733	69.450	88.769	69.990
1734	189.821	190.932	180.814
1735	202.204	210.425	188.277
1736	101.057	51.408	100.784
1737	65.318	37.076	65.024
1738	14.088	18.439	14.073
1739	994.398	1569.913	833.133
1740	257.185	289.430	225.014
1741	86.835	101.819	79.237
1742	94.766	56.277	95.049
1743	8.457	7.929	8.143
1744	51.097	50.533	46.233
1745	8.337	8.566	8.782
1746	156.190	228.210	141.580
1747	125.833	138.400	110.427
1748	137.540	91.993	112.080
1749	63.371	40.499	57.265
1750	229.448	138.510	194.409
1751	727.479	204.559	572.789
1752	105.358	86.090	89.956
1753	203.066	229.568	181.005
1754	194.053	128.174	155.426
1755	143.379	122.251	124.294
1756	163.423	126.807	149.570
1757	91.732	33.111	83.777
1758	115.320	93.887	105.543
1759	368.800	331.839	343.540
1760	320.077	199.291	290.304
1761	120.914	111.079	111.238
1762	157.602	170.829	142.675
1763	165.296	124.783	129.852
1764	34.692	36.417	34.206
1765	503.604	262.204	434.042
1766	96.838	65.711	87.832
1767	171.626	112.415	134.375
1768	139.892	141.761	121.616
1769	117.950	196.626	100.526
1770	40.423	63.705	39.880
1771	9.879	7.645	9.074
1772	90.415	108.052	79.923
1773	12.285	10.261	12.238
1774	39.210	21.255	36.348
1775	68.122	72.456	62.114
1776	244.360	338.119	220.281
1777	69.962	63.074	63.909
1778	97.847	44.789	75.337
1779	70.443	93.693	60.057
1780	66.515	60.372	57.290
1781	22.988	24.988	22.975
1782	108.021	111.256	91.802
1783	96.769	102.636	86.048
1784	76.639	109.399	69.695
1785	33.721	21.176	32.251
1786	608.069	1210.894	546.162
1787	160.565	165.896	161.099
1788	49.787	51.671	48.332
1789	60.129	35.777	59.547
1790	60.833	49.726	54.689
1791	48.009	49.811	42.291
1792	288.822	199.172	252.511
1793	17.646	21.652	18.381
1794	60.450	96.144	55.984
1795	230.948	285.040	197.154
1796	30.122	25.134	30.349
1797	63.769	77.338	62.326
1798	57.124	29.127	52.133
1799	61.366	39.581	56.340
1800	54.022	33.757	50.229
1801	27.151	24.412	35.188
1802	82.641	102.165	116.880
1803	61.927	61.307	73.183
1804	147.276	112.450	133.408
1805	91.020	172.544	92.080
1806	177.361	145.785	178.740
1807	12.986	16.528	12.383
1808	39.854	36.113	39.332
1809	55.092	73.917	50.307
1810	64.024	94.669	61.293
1811	68.864	53.327	63.238
1812	230.596	216.478	237.774
1813	68.868	46.893	68.325
1814	29.432	35.364	30.221
1815	181.048	157.262	185.353
1816	113.076	107.351	114.862
1817	119.697	87.560	116.703
1818	104.454	75.690	100.131
1819	18.977	11.411	19.166
1820	127.349	54.222	123.847
1821	101.142	94.576	106.918
1822	303.805	277.403	285.361
1823	26.938	26.593	28.669
1824	242.465	195.962	239.799
1825	865.635	584.425	732.848
1826	109.718	54.032	90.531
1827	135.647	145.605	133.164
1828	161.384	160.155	161.661
1829	213.340	208.885	213.108
1830	113.802	78.772	108.062
1831	138.163	137.389	128.372
1832	14.625	16.414	15.197
1833	175.238	183.357	172.491
1834	296.141	301.479	295.278
1835	166.602	160.632	172.790
1836	96.638	89.133	100.599
1837	21.508	20.406	21.932
1838	43.140	21.627	39.501
1839	67.994	68.784	70.223
1840	78.271	112.959	76.557
1841	161.473	141.136	141.417
1842	50.175	75.828	46.345
1843	113.063	113.772	104.729
1844	131.275	150.581	115.263
1845	17.575	16.779	17.715
1846	33.473	22.625	32.225
1847	42.117	32.201	42.860
1848	74.030	41.263	68.156
1849	148.591	217.554	145.385
1850	56.015	72.634	54.444
1851	42.687	40.787	42.240
1852	9.078	7.033	10.332
1853	50.155	40.604	47.585
1854	47.250	26.196	47.815
1855	206.507	262.225	186.021
1856	169.148	155.877	136.051
1857	26.461	27.290	27.185
1858	156.016	139.061	139.383
1859	104.405	82.327	100.311
1860	48.333	43.470	50.121
1861	59.726	75.796	58.468
1862	41.002	23.323	40.775
1863	16.368	27.063	15.661
1864	238.558	193.187	210.734
1865	28.153	25.456	30.284
1866	131.682	251.564	114.577
1867	30.416	34.452	27.576
1868	111.926	55.299	98.242
1869	48.633	25.337	46.149
1870	126.687	76.354	112.922
1871	86.418	130.156	81.415
1872	104.761	194.991	99.205
1873	23.938	19.066	23.660
1874	164.165	112.365	158.437
1875	137.636	127.133	135.722
1876	100.657	74.101	88.389
1877	86.724	56.355	79.045
1878	228.671	242.857	203.739
1879	55.303	37.336	55.461
1880	275.774	446.219	250.814
1881	32.084	23.467	31.071
1882	192.391	228.992	196.832
1883	100.529	43.701	101.083
1884	67.440	74.905	68.150
1885	59.784	51.271	59.411
1886	86.865	82.051	87.755
1887	27.195	30.225	26.271
1888	72.099	38.210	61.318
1889	161.988	122.460	141.898
1890	41.408	47.915	42.500
1891	64.411	34.450	60.016
1892	36.743	28.908	36.014
1893	61.570	79.599	58.197
1894	61.414	77.836	60.414
1895	64.457	30.517	64.179
1896	42.972	45.736	40.993
1897	183.254	67.183	153.490
1898	33.021	44.636	31.814
1899	124.663	219.303	109.633
1900	19.506	8.752	15.887
1901	123.676	110.380	113.305
1902	22.961	19.186	23.812
1903	15.661	14.644	16.031
1904	208.451	160.733	195.761
1905	390.009	279.094	357.943
1906	71.638	128.904	70.423
1907	177.387	172.289	170.530
1908	58.518	59.858	54.582
1909	148.013	44.830	113.870
1910	166.451	154.080	145.993
1911	59.967	55.308	54.750
1912	146.422	148.669	147.808
1913	187.927	147.106	164.019
1914	39.197	25.557	40.173
1915	12.487	10.498	13.173
1916	50.404	130.979	47.578
1917	160.400	114.462	180.204
1918	163.908	136.750	181.811
1919	16.843	30.464	18.715
1920	244.851	242.240	222.094
1921	108.233	75.597	102.024
1922	39.186	39.933	39.456
1923	65.084	120.629	62.604
1924	16.605	16.515	17.524
1925	17.177	19.696	17.263
1926	55.435	96.163	58.943
1927	55.246	55.361	62.523
1928	15.172	17.136	16.343
1929	23.553	20.696	24.415
1930	48.836	60.178	47.853
1931	99.185	97.847	86.883
1932	121.166	97.760	108.151
1933	39.595	32.583	36.859
1934	104.381	114.161	87.099
1935	63.882	87.825	59.970
1936	121.332	167.772	114.362
1937	97.666	68.911	94.146
1938	67.195	59.303	67.447
1939	8.325	7.112	9.085
1940	73.302	61.200	77.093
1941	94.316	47.544	94.053
1942	25.138	24.123	26.908
1943	93.852	90.931	88.669
1944	152.126	211.027	145.824
1945	61.945	47.521	58.362
1946	20.668	19.694	21.237
1947	29.736	30.384	29.473
1948	421.561	238.111	338.943
1949	53.337	52.632	49.210
1950	19.775	17.066	18.793
1951	96.244	118.909	92.694
1952	58.520	37.198	53.183
1953	575.353	635.109	504.364
1954	113.916	79.751	103.880
1955	10.720	16.803	11.717
1956	108.583	79.291	97.978
1957	52.614	30.387	49.910
1958	39.490	46.983	39.423
1959	8.974	9.214	9.515
1960	97.845	86.893	95.575
1961	120.539	127.909	127.516
1962	295.464	232.489	253.448
1963	302.671	163.447	241.869
1964	37.069	35.372	33.889
1965	43.183	34.248	42.665
1966	64.353	46.384	60.953
1967	35.285	47.446	34.202
1968	60.236	56.258	56.972
1969	60.164	59.822	55.558
1970	43.660	27.762	42.030
1971	1180.322	1224.860	1046.684
1972	21.196	18.582	21.161
1973	79.234	117.017	70.576
1974	171.698	183.625	146.782
1975	44.210	27.637	41.287
1976	58.612	53.070	50.872
1977	91.470	100.691	82.413
1978	62.714	44.472	55.484
1979	59.394	25.712	54.004
1980	11.355	6.546	11.609
1981	98.872	51.107	95.055
1982	374.400	292.587	329.739
1983	20.287	15.382	21.574
1984	115.281	68.959	147.623
1985	50.214	34.851	62.585
1986	150.583	173.830	170.514
1987	128.654	91.914	161.354
1988	57.881	44.212	72.461
1989	25.653	20.388	26.774
1990	55.391	46.713	52.139
1991	11.467	9.887	12.726
1992	7.932	6.411	9.007
1993	144.358	118.624	150.970
1994	55.424	41.130	56.685
1995	418.624	476.984	388.809
1996	8.550	7.241	9.060
1997	516.890	399.701	470.172
1998	67.940	88.528	64.344
1999	25.291	17.465	25.562
2000	58.001	74.233	56.993
